age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,is_success
,technician,married,tertiary,no,6843,no,no,cellular,20,nov,755,1,100,10,,yes
,blue-collar,married,secondary,no,501,yes,yes,cellular,20,nov,994,1,177,1,failure,yes
46,technician,married,tertiary,no,0,no,no,cellular,20,nov,531,1,167,1,,yes
39,blue-collar,divorced,primary,no,1317,yes,no,cellular,20,nov,543,1,170,4,,yes
43,blue-collar,married,secondary,no,699,yes,yes,cellular,20,nov,1258,2,122,2,,yes
38,entrepreneur,married,tertiary,no,1110,yes,no,cellular,20,nov,888,2,183,2,,yes
37,technician,divorced,secondary,no,3068,yes,yes,cellular,20,nov,370,2,195,1,,yes
32,services,married,secondary,no,983,yes,no,cellular,20,nov,500,2,133,1,,yes
31,unemployed,married,secondary,no,314,yes,no,cellular,20,nov,1341,3,178,7,,yes
50,blue-collar,married,primary,no,12519,yes,no,cellular,21,nov,615,3,34,1,,yes
47,technician,married,secondary,no,0,no,no,cellular,21,nov,591,1,10,1,,yes
59,management,married,tertiary,no,7049,no,no,cellular,21,nov,530,1,163,2,,yes
31,self-employed,married,tertiary,no,5,yes,yes,cellular,21,nov,635,1,135,2,,yes
30,management,married,tertiary,no,1942,yes,yes,cellular,21,nov,436,2,178,3,,yes
31,management,married,secondary,no,8629,yes,no,cellular,21,nov,957,1,184,2,,yes
53,blue-collar,married,secondary,no,1777,yes,no,cellular,21,nov,796,5,154,1,,yes
31,management,married,tertiary,no,4148,yes,no,cellular,21,nov,316,3,99,9,,yes
47,technician,married,secondary,no,834,no,yes,cellular,21,nov,902,1,133,2,,yes
31,,married,secondary,no,111,no,no,cellular,21,nov,504,2,93,2,,yes
59,services,divorced,secondary,no,1,yes,no,cellular,28,jan,602,1,253,5,,yes
31,unemployed,single,primary,no,163,no,no,cellular,30,jan,707,2,2,1,,yes
40,technician,single,tertiary,no,1646,yes,no,cellular,2,feb,215,1,242,2,,yes
44,unemployed,married,secondary,no,0,yes,no,cellular,2,feb,699,1,272,1,,yes
40,services,divorced,secondary,no,687,yes,no,cellular,2,feb,531,1,208,1,,yes
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,,yes
43,admin.,single,secondary,no,-247,yes,yes,cellular,2,feb,751,2,76,4,,yes
28,unemployed,married,primary,no,7459,yes,no,cellular,2,feb,981,5,269,2,,yes
37,management,married,tertiary,no,4089,yes,no,cellular,2,feb,289,2,174,4,,yes
54,technician,divorced,secondary,no,2156,yes,no,cellular,3,feb,261,1,195,4,,yes
32,management,single,tertiary,no,2360,no,no,cellular,3,feb,152,2,160,5,,yes
31,management,married,tertiary,no,1331,no,no,cellular,3,feb,182,2,90,1,,yes
28,self-employed,married,tertiary,no,0,yes,no,cellular,4,feb,546,3,196,4,,yes
40,blue-collar,married,,no,1181,yes,no,cellular,4,feb,718,2,189,2,,yes
32,admin.,single,secondary,no,678,yes,no,cellular,4,feb,1579,1,246,4,,yes
31,management,married,tertiary,no,141,yes,no,cellular,4,feb,572,2,238,7,,yes
41,self-employed,single,tertiary,no,-94,yes,no,cellular,4,feb,1164,1,203,1,,yes
33,,married,secondary,no,335,no,no,cellular,4,feb,891,2,177,7,,yes
31,technician,single,tertiary,no,1109,no,no,cellular,5,feb,642,1,167,2,,yes
26,entrepreneur,single,secondary,no,101,yes,no,cellular,5,feb,810,1,268,1,,yes
26,entrepreneur,single,tertiary,no,725,no,no,cellular,5,feb,1916,2,189,29,,yes
54,services,married,,no,0,yes,no,cellular,5,feb,686,2,267,1,,yes
38,admin.,divorced,secondary,no,19,yes,no,cellular,5,feb,1130,3,251,2,,yes
31,management,single,tertiary,no,12857,yes,no,cellular,6,feb,158,1,92,1,,yes
60,admin.,divorced,secondary,no,-41,yes,yes,cellular,6,feb,1658,1,262,1,,yes
34,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,,yes
33,blue-collar,single,tertiary,no,700,no,no,cellular,9,feb,126,1,88,1,,yes
34,admin.,married,secondary,no,0,yes,no,cellular,10,feb,97,1,85,1,,yes
51,technician,married,tertiary,no,1347,yes,yes,cellular,10,feb,160,1,243,1,,yes
40,blue-collar,married,secondary,no,5060,no,no,cellular,10,feb,154,2,93,1,,yes
37,admin.,married,secondary,no,1314,yes,no,cellular,12,feb,118,4,210,3,,yes
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,,yes
35,student,single,secondary,no,188,yes,no,cellular,16,feb,75,3,200,5,,yes
44,admin.,divorced,secondary,no,397,yes,yes,cellular,16,feb,127,1,257,1,,yes
39,technician,married,secondary,no,4101,yes,no,cellular,18,feb,146,2,264,1,,yes
27,,single,secondary,no,1187,no,no,telephone,26,feb,232,1,101,1,,yes
30,management,single,tertiary,no,5561,yes,no,cellular,27,feb,195,1,100,1,,yes
50,management,married,,no,8345,no,no,cellular,27,feb,194,1,261,1,,yes
38,technician,married,secondary,no,5115,yes,no,cellular,27,feb,99,1,102,6,,yes
39,blue-collar,single,primary,no,581,yes,no,cellular,27,feb,233,1,270,1,,yes
60,retired,married,secondary,no,404,no,no,cellular,5,mar,308,2,196,2,,yes
53,management,married,secondary,no,2693,no,no,cellular,5,mar,90,1,104,1,,yes
45,admin.,divorced,secondary,no,2353,yes,no,cellular,5,mar,182,1,107,2,,yes
31,management,divorced,tertiary,no,883,yes,no,cellular,5,mar,112,2,106,1,,yes
44,management,single,tertiary,no,483,no,no,cellular,6,mar,207,2,199,6,,yes
37,unemployed,single,tertiary,no,1316,yes,no,cellular,10,mar,350,2,112,3,,yes
37,services,single,secondary,no,1045,no,no,cellular,17,mar,406,2,41,1,,yes
30,management,married,tertiary,no,8089,yes,no,cellular,18,mar,232,2,294,2,,yes
59,admin.,married,secondary,no,3735,no,no,cellular,18,mar,203,4,121,2,,yes
34,technician,married,secondary,no,390,yes,no,cellular,27,mar,95,2,231,2,,yes
38,admin.,married,tertiary,no,1988,no,no,cellular,27,mar,164,2,130,2,,yes
46,admin.,married,secondary,no,-522,yes,no,cellular,27,mar,243,3,239,13,,yes
50,management,married,tertiary,no,414,yes,no,cellular,3,apr,707,1,302,3,,yes
55,blue-collar,divorced,secondary,no,1613,yes,no,cellular,3,apr,296,1,270,3,,yes
41,self-employed,married,secondary,no,3123,yes,no,cellular,3,apr,1203,2,135,2,,yes
54,entrepreneur,divorced,,no,4736,yes,no,telephone,6,apr,475,6,307,5,,yes
33,technician,single,tertiary,no,127,yes,no,cellular,6,apr,583,2,222,17,,yes
37,admin.,married,secondary,no,1207,yes,no,telephone,6,apr,1353,2,138,2,,yes
37,technician,single,tertiary,no,3943,no,no,cellular,6,apr,1138,2,138,1,,yes
36,blue-collar,single,secondary,no,1822,yes,no,cellular,8,apr,952,1,323,1,other,yes
48,management,married,secondary,no,4415,yes,no,cellular,8,apr,1032,3,141,7,,yes
32,technician,married,secondary,no,303,yes,no,cellular,8,apr,150,1,267,4,,yes
33,management,single,tertiary,no,318,yes,no,cellular,8,apr,1190,1,141,3,other,yes
30,services,single,secondary,no,1268,yes,no,cellular,8,apr,105,4,320,8,other,yes
38,blue-collar,single,secondary,no,2580,yes,no,cellular,8,apr,1691,2,264,3,,yes
41,services,married,secondary,no,803,yes,no,cellular,9,apr,592,4,316,3,,yes
33,technician,single,secondary,no,719,yes,no,cellular,9,apr,448,2,316,6,,yes
42,entrepreneur,married,secondary,no,0,yes,no,cellular,9,apr,331,1,140,4,,yes
28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,yes
45,blue-collar,married,secondary,no,96,yes,no,cellular,13,apr,348,3,256,2,,yes
44,self-employed,single,tertiary,no,1367,yes,no,cellular,13,apr,1232,3,146,1,other,yes
33,management,married,tertiary,no,0,yes,no,cellular,14,apr,535,3,328,1,,yes
33,admin.,single,secondary,no,572,yes,no,cellular,14,apr,344,1,74,2,,yes
44,admin.,divorced,secondary,no,0,no,no,cellular,14,apr,1594,1,148,1,,yes
43,services,married,primary,no,2557,yes,no,telephone,15,apr,165,2,327,3,,yes
32,services,married,secondary,no,1129,yes,no,cellular,15,apr,903,2,341,2,,yes
33,management,single,tertiary,no,1271,yes,no,cellular,15,apr,636,3,330,1,,yes
38,management,single,tertiary,no,6158,yes,no,cellular,15,apr,139,5,145,9,,yes
32,blue-collar,married,secondary,yes,-53,yes,no,cellular,16,apr,648,1,272,1,other,yes
51,housemaid,married,,no,2337,yes,no,cellular,16,apr,251,2,266,3,other,yes
52,entrepreneur,single,tertiary,no,3469,yes,no,cellular,16,apr,583,1,147,1,,yes
35,technician,married,secondary,no,545,yes,no,cellular,16,apr,1579,1,234,4,,yes
35,blue-collar,single,secondary,no,0,yes,no,cellular,16,apr,1174,1,345,4,other,yes
32,services,married,secondary,no,1273,yes,no,cellular,16,apr,1365,2,328,1,,yes
32,technician,single,tertiary,no,932,yes,no,cellular,16,apr,944,1,318,1,,yes
40,services,divorced,primary,no,471,yes,no,cellular,16,apr,1156,1,345,2,,yes
56,retired,married,secondary,no,3738,yes,no,cellular,17,apr,156,1,305,6,other,yes
35,blue-collar,married,secondary,no,293,yes,no,cellular,17,apr,1017,1,325,1,other,yes
32,management,divorced,tertiary,no,294,yes,no,cellular,17,apr,1095,1,274,5,,yes
34,blue-collar,married,primary,no,329,yes,no,cellular,17,apr,952,1,343,1,,yes
31,technician,single,tertiary,no,985,yes,no,cellular,17,apr,997,1,57,2,,yes
32,blue-collar,married,secondary,no,225,yes,no,cellular,17,apr,574,1,150,1,,yes
38,management,married,tertiary,no,165,yes,no,cellular,17,apr,526,1,260,2,other,yes
37,blue-collar,married,primary,no,3154,yes,no,cellular,17,apr,404,1,305,3,,yes
29,technician,married,secondary,no,1180,yes,no,cellular,17,apr,367,3,323,3,,yes
33,blue-collar,divorced,,yes,-274,yes,yes,cellular,17,apr,715,2,329,2,,yes
34,management,married,secondary,yes,879,yes,no,cellular,17,apr,712,1,344,1,,yes
41,self-employed,married,secondary,no,323,yes,no,cellular,17,apr,949,2,254,6,other,yes
53,technician,married,secondary,no,5303,yes,no,telephone,17,apr,320,3,180,1,,yes
50,,married,primary,no,341,yes,yes,cellular,20,apr,670,4,340,2,,yes
28,technician,single,tertiary,no,387,yes,no,cellular,20,apr,205,1,82,1,,yes
37,management,single,tertiary,no,72,yes,yes,cellular,20,apr,885,5,150,7,,yes
29,self-employed,married,secondary,no,123,no,yes,cellular,21,apr,158,2,181,1,,yes
41,management,divorced,tertiary,no,1757,no,no,cellular,22,apr,314,1,239,13,,yes
32,technician,single,tertiary,no,5514,no,no,cellular,22,apr,319,1,182,1,,yes
33,admin.,married,tertiary,no,882,no,no,cellular,22,apr,104,1,183,4,,yes
45,admin.,divorced,primary,no,429,yes,no,cellular,22,apr,147,1,181,1,,yes
53,management,married,tertiary,no,3754,no,no,cellular,22,apr,307,1,278,2,,yes
31,admin.,single,tertiary,no,676,yes,no,cellular,22,apr,124,2,343,2,other,yes
37,management,married,tertiary,no,0,yes,no,cellular,23,apr,242,5,153,7,,yes
29,management,single,tertiary,no,224,yes,no,cellular,24,apr,65,2,81,3,,yes
32,management,single,tertiary,no,2974,yes,no,cellular,24,apr,227,1,4,1,,yes
31,technician,single,tertiary,no,1081,no,no,cellular,24,apr,202,5,261,2,,yes
35,blue-collar,married,secondary,no,149,yes,no,cellular,29,apr,507,3,349,1,other,yes
29,admin.,married,secondary,no,7707,yes,no,cellular,29,apr,961,2,334,2,,yes
46,self-employed,single,secondary,no,526,no,no,cellular,30,apr,523,1,87,2,other,yes
38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,,yes
47,technician,married,secondary,no,1167,yes,no,cellular,30,apr,968,1,87,5,,yes
52,management,married,tertiary,no,193,no,no,cellular,30,apr,381,1,269,1,,yes
36,unemployed,single,tertiary,no,1291,no,no,cellular,30,apr,195,1,86,1,,yes
47,blue-collar,married,secondary,no,1230,yes,no,cellular,30,apr,412,1,169,1,,yes
36,admin.,married,secondary,no,96,no,no,cellular,30,apr,208,1,87,1,,yes
23,student,single,secondary,no,0,no,no,cellular,30,apr,297,1,83,6,,yes
29,management,single,tertiary,no,697,no,no,cellular,30,apr,365,1,85,1,success,yes
49,admin.,married,secondary,no,3608,yes,no,cellular,30,apr,252,1,168,1,success,yes
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,yes
58,management,divorced,tertiary,no,5701,no,no,cellular,30,apr,354,1,87,1,success,yes
48,blue-collar,married,secondary,no,292,no,no,cellular,30,apr,271,1,79,1,success,yes
54,admin.,divorced,secondary,no,1693,no,no,cellular,30,apr,1277,1,87,2,other,yes
42,technician,married,tertiary,no,757,no,no,cellular,30,apr,354,1,79,1,success,yes
42,blue-collar,married,primary,no,201,yes,no,cellular,30,apr,841,1,85,2,,yes
44,self-employed,divorced,tertiary,no,1070,yes,no,cellular,30,apr,381,1,160,2,other,yes
47,,married,,no,677,no,no,cellular,30,apr,900,2,86,2,,yes
30,management,single,tertiary,no,398,no,no,cellular,30,apr,554,1,6,2,success,yes
46,technician,married,secondary,no,0,no,no,cellular,30,apr,200,1,259,2,other,yes
31,management,married,tertiary,no,1331,no,no,cellular,30,apr,297,1,86,3,success,yes
35,management,single,tertiary,no,1750,yes,no,cellular,30,apr,687,1,9,3,success,yes
35,management,married,tertiary,no,193,yes,no,cellular,30,apr,565,1,13,1,,yes
56,management,married,tertiary,no,616,no,no,cellular,30,apr,225,1,83,1,success,yes
35,admin.,single,tertiary,no,994,no,no,cellular,30,apr,400,1,87,2,,yes
33,blue-collar,single,,no,129,yes,yes,cellular,30,apr,482,1,161,1,,yes
46,services,married,secondary,no,4,no,no,cellular,30,apr,268,1,261,5,other,yes
42,management,married,tertiary,no,6060,yes,no,cellular,30,apr,316,1,350,2,,yes
33,management,married,tertiary,no,55,no,no,cellular,30,apr,526,2,87,3,,yes
37,management,married,tertiary,no,630,no,no,cellular,30,apr,315,1,87,1,success,yes
53,management,married,tertiary,no,1624,no,no,cellular,30,apr,284,3,84,3,success,yes
26,admin.,single,secondary,no,255,no,no,cellular,30,apr,457,1,80,1,success,yes
30,admin.,single,secondary,no,270,no,no,cellular,30,apr,437,1,80,1,success,yes
38,management,married,tertiary,no,613,no,no,cellular,30,apr,242,1,86,1,success,yes
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,yes
47,management,single,tertiary,no,86,no,no,cellular,30,apr,387,3,87,1,success,yes
34,management,single,tertiary,no,1228,no,no,cellular,30,apr,580,2,84,8,success,yes
54,technician,divorced,secondary,no,2156,yes,no,cellular,30,apr,258,1,86,5,success,yes
28,student,single,tertiary,no,3054,no,no,cellular,30,apr,384,1,80,6,other,yes
46,management,married,tertiary,no,699,no,no,cellular,30,apr,970,1,87,1,,yes
35,management,married,tertiary,no,495,no,no,cellular,30,apr,266,1,87,1,,yes
47,blue-collar,married,primary,no,2749,yes,no,cellular,30,apr,774,2,164,1,,yes
34,management,married,tertiary,no,0,yes,no,cellular,30,apr,300,1,86,1,success,yes
54,management,married,tertiary,no,1014,no,yes,cellular,30,apr,240,1,162,2,,yes
39,management,married,tertiary,no,0,no,no,cellular,30,apr,342,3,22,3,other,yes
33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
58,management,married,tertiary,no,4152,yes,no,cellular,30,apr,750,2,164,4,other,yes
59,admin.,married,secondary,no,2343,yes,no,,5,may,1042,1,-1,0,,yes
56,admin.,married,secondary,no,45,no,no,,5,may,1467,1,-1,0,,yes
41,technician,married,secondary,no,1270,yes,no,,5,may,1389,1,-1,0,,yes
55,services,married,secondary,no,2476,yes,no,,5,may,579,1,-1,0,,yes
54,admin.,married,tertiary,no,184,no,no,,5,may,673,2,-1,0,,yes
42,management,single,tertiary,no,0,yes,yes,,5,may,562,2,-1,0,,yes
56,management,married,tertiary,no,830,yes,yes,,6,may,1201,1,-1,0,,yes
60,retired,divorced,secondary,no,545,yes,no,,6,may,1030,1,-1,0,,yes
39,technician,single,,no,45248,yes,no,,6,may,1623,1,-1,0,,yes
37,technician,married,secondary,no,1,yes,no,,6,may,608,1,-1,0,,yes
34,admin.,married,secondary,no,869,no,no,,6,may,1677,1,-1,0,,yes
55,unemployed,divorced,secondary,no,387,yes,no,,6,may,918,1,-1,0,,yes
28,services,single,secondary,no,5090,yes,no,,6,may,1297,3,-1,0,,yes
30,technician,married,secondary,no,484,yes,no,,6,may,703,1,-1,0,,yes
36,technician,married,secondary,no,368,yes,yes,,6,may,1597,2,-1,0,,yes
37,admin.,single,secondary,no,245,yes,yes,,7,may,732,2,-1,0,,yes
45,blue-collar,married,secondary,no,154,yes,no,,7,may,1138,1,-1,0,,yes
33,admin.,married,tertiary,no,882,no,no,telephone,21,oct,39,1,151,3,,no
36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,1,89,2,other,no
26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,no
51,admin.,single,secondary,no,3132,no,no,telephone,5,nov,449,1,176,1,,no
34,management,married,tertiary,no,1770,yes,no,,6,nov,26,1,101,11,other,no
33,unemployed,divorced,secondary,no,1005,yes,no,telephone,10,nov,175,1,174,2,,no
30,admin.,married,secondary,no,873,yes,no,telephone,12,nov,119,1,167,3,success,no
30,management,single,tertiary,no,1243,yes,no,telephone,13,nov,86,1,174,1,,no
44,entrepreneur,married,tertiary,no,1631,yes,no,cellular,17,nov,81,1,195,2,,no
51,management,divorced,tertiary,no,119,no,no,cellular,17,nov,200,1,165,2,,no
51,technician,married,secondary,no,58,yes,no,cellular,17,nov,79,1,129,2,,no
44,management,married,tertiary,no,6203,yes,yes,cellular,17,nov,58,1,188,1,,no
34,technician,single,secondary,no,105,yes,no,cellular,17,nov,303,1,196,2,,no
49,management,married,tertiary,no,1533,no,no,cellular,17,nov,324,1,172,1,,no
47,housemaid,married,tertiary,no,228,yes,no,cellular,17,nov,80,1,118,1,,no
40,management,single,secondary,no,1623,yes,no,cellular,17,nov,161,1,167,2,,no
47,blue-collar,married,secondary,no,1484,no,no,cellular,17,nov,297,1,119,3,,no
38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
54,technician,single,secondary,no,198,yes,yes,cellular,17,nov,120,1,171,2,,no
52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,no
48,admin.,divorced,secondary,no,295,yes,no,cellular,17,nov,123,1,164,2,success,no
45,technician,married,secondary,no,1477,yes,no,cellular,17,nov,75,1,132,1,,no
39,admin.,married,secondary,no,401,yes,no,cellular,17,nov,396,1,129,2,,no
39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,,no
37,management,married,tertiary,yes,0,no,no,cellular,17,nov,44,1,123,2,,no
49,management,married,tertiary,no,64,no,no,cellular,17,nov,208,1,159,1,success,no
58,admin.,married,,no,0,yes,no,cellular,17,nov,219,1,186,2,,no
43,technician,married,secondary,no,1865,yes,no,cellular,17,nov,155,1,186,1,,no
35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,no
50,management,married,secondary,no,633,no,yes,telephone,17,nov,302,1,111,6,failure,no
42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,38,1,115,5,other,no
56,retired,married,secondary,no,2749,yes,yes,cellular,17,nov,38,1,172,2,failure,no
51,entrepreneur,married,tertiary,no,209,no,no,cellular,17,nov,130,1,111,2,failure,no
50,technician,single,secondary,no,246,yes,no,cellular,17,nov,270,1,123,2,failure,no
45,technician,married,secondary,no,1415,yes,no,cellular,17,nov,483,1,116,1,failure,no
40,services,divorced,secondary,no,5766,yes,yes,cellular,17,nov,68,2,173,1,failure,no
30,management,married,tertiary,no,101,yes,no,cellular,17,nov,348,1,123,1,failure,no
39,management,married,tertiary,no,500,yes,no,cellular,17,nov,257,1,178,2,other,no
36,management,married,tertiary,no,5057,yes,no,cellular,17,nov,70,1,166,10,failure,no
34,housemaid,married,tertiary,no,1265,yes,no,cellular,17,nov,118,1,164,3,failure,no
48,management,single,tertiary,no,8106,no,no,,17,nov,125,1,111,3,failure,no
59,management,married,tertiary,no,0,no,no,cellular,17,nov,90,2,110,2,failure,no
53,services,married,secondary,no,1364,no,no,cellular,17,nov,508,1,115,1,failure,no
46,management,single,tertiary,no,46,no,yes,cellular,17,nov,80,1,152,1,failure,no
52,retired,married,secondary,no,5423,no,yes,cellular,17,nov,93,1,115,1,failure,no
58,retired,married,secondary,no,8332,no,no,,17,nov,164,2,96,4,failure,no
56,technician,divorced,secondary,no,689,yes,no,cellular,17,nov,110,1,103,4,failure,no
49,management,divorced,tertiary,no,2370,yes,yes,,17,nov,56,1,103,2,other,no
34,admin.,single,secondary,no,0,yes,no,cellular,17,nov,214,1,174,2,failure,no
32,admin.,single,secondary,no,4344,yes,no,cellular,17,nov,79,2,118,3,failure,no
54,technician,married,secondary,no,472,yes,yes,,17,nov,229,2,150,1,failure,no
59,retired,divorced,secondary,no,514,yes,no,cellular,17,nov,573,1,188,1,other,no
59,management,married,primary,no,252,yes,yes,cellular,17,nov,138,1,175,2,failure,no
40,technician,married,secondary,no,0,yes,no,cellular,17,nov,74,2,196,1,failure,no
45,management,married,secondary,no,4425,no,no,,17,nov,147,1,110,2,failure,no
43,technician,divorced,secondary,no,-36,yes,no,cellular,17,nov,190,1,104,1,failure,no
43,technician,married,secondary,no,0,no,yes,cellular,17,nov,103,2,193,3,failure,no
55,entrepreneur,divorced,tertiary,no,1730,no,no,cellular,17,nov,89,2,118,3,failure,no
49,entrepreneur,married,tertiary,no,313,yes,no,cellular,17,nov,42,2,188,2,failure,no
39,blue-collar,single,primary,no,419,yes,no,cellular,17,nov,186,1,181,1,failure,no
42,technician,married,tertiary,no,14282,yes,no,cellular,17,nov,77,1,103,4,success,no
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
44,admin.,married,secondary,no,4826,yes,no,cellular,17,nov,102,1,185,4,other,no
42,services,married,secondary,no,1048,yes,no,cellular,17,nov,71,1,186,1,failure,no
41,technician,married,secondary,no,112,yes,no,cellular,17,nov,1081,1,131,1,failure,no
32,blue-collar,married,secondary,no,2089,yes,no,cellular,19,nov,192,1,5,1,success,no
32,management,single,tertiary,no,2667,yes,no,cellular,19,nov,197,1,99,2,success,no
39,housemaid,married,secondary,no,1444,no,no,cellular,19,nov,100,1,117,8,success,no
54,services,married,,no,386,no,yes,cellular,19,nov,74,1,152,1,success,no
37,blue-collar,married,secondary,no,1165,yes,no,cellular,19,nov,62,3,190,4,success,no
34,admin.,married,tertiary,no,899,yes,no,telephone,19,nov,377,3,7,4,success,no
40,admin.,single,secondary,no,664,no,no,cellular,19,nov,188,2,121,2,success,no
39,management,divorced,tertiary,no,4692,yes,no,telephone,19,nov,214,2,174,2,success,no
44,blue-collar,single,primary,no,1593,yes,no,cellular,19,nov,201,2,174,3,success,no
35,management,married,tertiary,no,867,yes,no,cellular,20,nov,298,2,171,3,success,no
31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success,no
35,management,divorced,tertiary,no,146,no,no,cellular,20,nov,392,2,106,2,success,no
39,technician,single,secondary,no,1104,no,no,cellular,20,nov,333,2,105,2,success,no
34,management,married,tertiary,no,273,yes,no,cellular,20,nov,308,1,188,1,success,no
52,housemaid,married,secondary,no,3923,yes,no,cellular,20,nov,20,8,190,3,success,no
44,technician,married,tertiary,no,4580,yes,no,cellular,20,nov,192,2,189,2,success,no
31,entrepreneur,single,tertiary,yes,-405,yes,yes,cellular,21,nov,846,1,100,2,success,no
38,technician,married,secondary,no,1,yes,no,cellular,21,nov,57,5,199,1,success,no
36,management,married,tertiary,no,2415,yes,no,telephone,22,oct,73,1,86,4,other,no
44,blue-collar,married,secondary,no,1324,yes,no,telephone,25,oct,119,1,89,2,other,no
26,technician,single,tertiary,no,172,no,yes,telephone,4,nov,21,1,140,4,other,no
34,management,married,tertiary,no,1770,yes,no,,6,nov,26,1,101,11,other,no
38,management,married,tertiary,no,494,no,no,cellular,17,nov,146,1,104,2,other,no
52,management,married,tertiary,no,1701,yes,yes,cellular,17,nov,381,1,117,2,other,no
35,technician,divorced,tertiary,no,1718,yes,yes,cellular,17,nov,74,1,167,16,other,no
42,technician,single,tertiary,no,35,yes,yes,cellular,17,nov,38,1,115,5,other,no
39,management,married,tertiary,no,500,yes,no,cellular,17,nov,257,1,178,2,other,no
49,management,divorced,tertiary,no,2370,yes,yes,,17,nov,56,1,103,2,other,no
59,retired,divorced,secondary,no,514,yes,no,cellular,17,nov,573,1,188,1,other,no
56,admin.,married,secondary,no,1270,yes,no,cellular,17,nov,80,2,165,2,other,no
44,admin.,married,secondary,no,4826,yes,no,cellular,17,nov,102,1,185,4,other,no
33,blue-collar,married,secondary,no,0,yes,no,cellular,17,nov,809,3,181,1,other,no
40,blue-collar,single,secondary,no,677,yes,no,cellular,17,nov,619,1,171,5,other,no
54,technician,married,secondary,no,899,no,yes,cellular,17,nov,61,1,145,1,other,no
43,blue-collar,divorced,secondary,no,-259,no,no,cellular,17,nov,732,1,171,2,other,no
59,management,divorced,tertiary,no,3552,yes,no,cellular,17,nov,690,1,123,7,other,no
44,services,married,secondary,no,3843,yes,no,cellular,17,nov,70,1,150,2,other,no
56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,no
39,self-employed,married,tertiary,no,5,yes,no,cellular,17,nov,118,2,131,1,other,no
57,technician,married,secondary,no,1158,no,no,,17,nov,204,2,109,21,other,no
38,admin.,married,secondary,no,0,no,no,telephone,17,nov,599,2,158,8,other,no
46,admin.,married,secondary,no,4958,yes,no,cellular,17,nov,64,3,150,5,other,no
35,services,divorced,secondary,no,204,yes,no,cellular,17,nov,295,1,186,9,other,no
41,technician,married,secondary,no,3275,yes,no,cellular,18,nov,121,1,168,1,other,no
38,management,married,tertiary,no,0,no,no,cellular,6,feb,787,3,9,1,other,yes
